300 1423 9306.76 10
600 5666 9428.41 10
900 15022 9567.96 10
1200 36039 9256.66 10
1500 36154 9476.45 10
1800 53203 9432.76 10
2100 99557 9541.37 10
2400 92070 9475.17 10
2700 119612 9401.37 10
